textblob result
False : estimatedtimeofarrival
False : 2019-05-20t163957-0800
False : 2795
False : augustine
False : santa
False : clara
False : 95054
False : 37380946
False : -1219794846
False : estimatedtimeofarrival
False : 2019-05-30t170000-0800
False : 2019-05-30t171000-0800
False : 750
False : castro
False : 94041
False : 37380946
False : -1219794846
False : pointofinterest
False : starbucks
False : phonenumber
False : +12064968523
False : 37380946
False : -1219794846
False : 37380946
False : -1219794846
False : alexa
False : sdk
False : alexa
False : overviewoverview
False : diagramssequence-diagrams
False : moduleusing-the-pcc-module
False : whitelistingwhitelisting
False : overview<a
False : id=overview></a>
False : alexa
False : alexa
False : lifecycle
False : alexa
False : tts
False : alexa
False : alexa
False : diagrams<a
False : id=sequence-diagrams></a>
False : alexa
False : sdk
False : calling/assets/aac-pcc-inbound-callpng
False : calling/assets/aac-pcc-outbound-callpng
False : <a
False : using-the-pcc-module></a>
False : phonecallcontroller
False : phonecallcontroller
False : <aace/phonecallcontroller/phonecallcontrollerh>
False : myphonecallcontroller
False : aacephonecallcontrollerphonecallcontroller
False : //
False : alexa
False : bool
False : const
False : stdstring&
False : //
False : true;
False : //
False : alexa
False : bool
False : const
False : stdstring&
False : //
False : //
False : true;
False : //
False : alexa
False : const
False : stdstring&
False : //
False : //
False : alexa
False : const
False : stdstring&
False : //
False : //
False : alexa
False : senddtmf
False : const
False : stdstring&
False : //
False : dtmf
False : //
False : senddtmf
False : //
False : alexa
False : callid
False : //
False : connectionstate
False : //
False : connectionstatechanged
False : //
False : const
False : stdstring&
False : callid
False : //
False : callstatechanged
False : callstatedialing
False : callid
False : //
False : const
False : stdstring&callid
False : //
False : callstatechanged
False : callstateoutbound_ringing
False : callid
False : //
False : const
False : stdstring&
False : callid
False : //
False : callstatechanged
False : callstateactive
False : callid;
False : //
False : cancelled
False : const
False : stdstring&
False : callid
False : //
False : callstatechanged
False : callstateidle
False : callid
False : //
False : const
False : stdstring&
False : callid
False : createcallid;
False : callstatechanged
False : callstatecall_received
False : callid
False : //
False : const
False : stdstring&
False : callid
False : //
False : callstatechanged
False : callstateinbound_ringing
False : callid
False : //
False : alexa
False : const
False : stdstring&
False : callid
False : createcallid;
False : //
False : stdunordered_map<callingdeviceconfigurationproperty
False : bool>
False : deviceconfigurationmap;
False : //
False : deviceconfigurationmapcallingdeviceconfigurationpropertydtmf_supported
False : true;
False : //
False : deviceconfigurationupdated
False : deviceconfigurationmap
False : //
False : const
False : stdstring&
False : callid
False : //
False : callerror
False : //
False : const
False : stdstring&
False : //
False : callfailed
False : callid
False : //
False : dtmf
False : const
False : stdstring&
False : callid
False : //
False : senddtmfsucceeded
False : callid
False : //
False : dtmf
False : const
False : stdstring&
False : callid
False : //
False : dtmferror
False : //
False : const
False : stdstring&
False : //
False : senddtmffailed
False : callid
False : };
False : //
False : stdshared_ptr<phonecallcontroller>
False : phonecallcontroller
False : stdmake_shared<myphonecallcontroller>;
False : engine->registerplatforminterface
False : phonecallcontroller
False : whitelisting<a
False : id=whitelisting></a>
False : help?//need_helpmd
False : apis
False : code-based
False : cbl
False : alexa
False : sdk
False : cbl
False : alexa
False : sdk
False : diagramssequence-diagrams
False : cblusing-cbl
False : <a
False : sequence-diagrams></a>
False : authenticaion
False : flow/assets/aac-cbl-loginpng
False : cbl
False : token/assets/aac-cbl-refreshpng
False : cbl<a
False : id=using-cbl></a>
False : cbl
False : cbl
False : <aace/cbl/cblh>
False : mycblhandler
False : aacecblcbl
False : //
False : notifing
False : cblstatechanged
False : cblstate
False : cblstatechangedreason
False : const
False : stdstring&
False : url
False : const
False : stdstring&
False : //
False : url
False : //
False : clearrefreshtoken
False : //
False : setrefreshtoken
False : const
False : stdstring&
False : refreshtoken
False : //
False : //
False : stdstring
False : getrefreshtoken
False : //
False : setuserprofile
False : const
False : stdstring&
False : const
False : stdstring&
False : //
False : //
False : //
False : start;
False : //
False : cancel;
False : //
False : reset;
False : };
False : //
False : cbl
False : stdshared_ptr<cbl>
False : cbl
False : stdmake_shared<mycblhandler>;
False : engine->registerplatforminterface
False : cbl
False : json
False : aacecbl
False : enableuserprofile
False : alexa
False : sdk
False : alexa
False : and/or
False : overviewoverview
False : diagramssequence-diagrams
False : moduleusing-the-address-book-module
False : overview<a
False : id=overview></a>
False : alexa
False : lvc
False : alexa
False : alexa
False : uploader
False : module/contact-uploader/readmemd
False : uploader
False : alexa
False : sdk
False : 200
False : uploader
False : alexa
False : alexa
False : sdk
False : alexa
False : alexa
False : sdk
False : alexa
False : alexa
False : sdk
False : alexa
False : addressbooktype
False : addressbook
False : api
False : aaceaddressbookaddressbookaddressbooktype
False : aaceaddressbookaddressbookaddressbooktypecontact
False : aaceaddressbookaddressbookaddressbooktypenavigation
False : diagrams<a
False : =sequence-diagrams></a>
False : upload/assets/aac-addressbook-contact-uploadpng
False : remove/assets/aac-addressbook-contact-removepng
False : upload/assets/aac-addressbook-navigation-uploadpng
False : remove/assets/aac-addressbook-navigation-removepng
False : module<a
False : id=using-the-address-book-module></a>
False : addressbook
False : <aace/addressbook/addressbookh>
False : myaddressbookhandler
False : aaceaddressbookaddressbook
False : //
False : addaddressbook
False : contactaddressbookuniqueid
False : myphonebook
False : aaceaddressbookaddressbookaddressbooktypecontact
False : //
False : addaddressbook
False : navigationaddressbookuniqueid
False : mycarnavfavorites
False : aaceaddressbookaddressbookaddressbooktypenavigation
False : //
False : alexa
False : sdk
False : bool
False : getentries
False : addressbooksourceid
False : iaddressbookentriesfactory
False : //
False : addressbooksourceid
False : ==
False : contactaddressbookuniqueid
False : //
False : foreach
False : contactsbook
False : factoryaddname
False : <uniquecontactentryid>
False : firstname
False : lastname
False : factoryaddnumber
False : <uniquecontactentryid>
False : 1234567890
False : //
False : true;
False : //for
False : addressbooksourceid
False : ==
False : navigationaddressbookuniqueid
False : //
False : foreach
False : navigationbook
False : factoryaddname
False : <uniquenavigationentryid>
False : factoryaddpostaladdress
False : <uniquenavigationentryid>
False : 123
False : seattle
False : wa
False : 98109
False : 47608
False : -12233
False : //
False : true;
False : //
False : removeaddressbook
False : contactaddressbookuniqueid
False : //
False : removeaddressbook
False : navigationaddressbookuniqueid
False : alexa
False : sdk
False : alexa
False : sdk
False : overviewoverview
False : startquick-start
False : alexa
False : sdk
False : builderusing-the-builder
False : alexa
False : sdk
False : oe
False : layermeta-aac
False : overview<a
False : =overview></a>
False : alexa
False : sdk
False : openembeddedhttps//wwwopenembeddedorg/
False : oe
False : alexa
False : sdk
False : qnx
False : yocto/pokyhttps//wwwyoctoprojectorg/
False : oe-generated
False : sdk
False : meta-aac
False : alexa
False : sdk
False : alexa
False : sdk
False : oe
False : layermeta-aac
False : meta-aac
False : start<a
False : id=quick-start></a>
False : aac_sdk_home
False : youve
False : aac
False : sdk
False : ${aac_sdk_home}/builder/buildsh
False : <args>
False : alexa
False : sdk
False : builder<a
False : id=using-the-builder></a>
False : alexa
False : sdk
False : oe-based
False : alexa
False : sdk
False : alexa
False : sdk
False : natively
False : linux
False : macos
False : alexa
False : sdk
False : machttps//wwwdockercom/docker-mac;
False : environmentdocker
False : >note
False : qnx
False : qnx
False : 70
False : sdphttp//blackberryqnxcom/en/sdp7/sdp70_download
False : linux
False : alexa
False : sdk
False : natively
False : ubuntu
False : 1804
False : lts
False : ubuntu
False : 1604
False : lts
False : linux
False : openembedded/bitbake
False : openembedded-corehttps//wwwopenembeddedorg/wiki/openembedded-core
False : openembedded-core
False : bitbake
False : oe_core_path
False : openembedded-core
False : cd
False : git//gitopenembeddedorg/openembedded-core
False : oe-core
False : -b
False : rocko
False : cd
False : oe-core
False : git//gitopenembeddedorg/bitbake
False : -b
False : 136
False : oe_core_path=$pwd
False : ubuntu
False : linux
False : apt-get
False : chrpath
False : diffstat
False : texinfo
False : python3
False : wget
False : build-essential
False : cpio
False : git-core
False : libssl-dev
False : cmake
False : libsqlite3-dev
False : libarchive-dev
False : python3-dev
False : libdb-dev
False : libpopt-dev
False : zlib1g-dev
False : >note
False : linux
False : libssl-dev
False : apt-get
False : libssl-dev
False : <a
False : docker></a>
False : macos
False : ce
False : machttps//wwwdockercom/docker-mac
False : aac/ubuntu-base<revision>
False : buildervolume
False : alexa
False : sdk
False : >important
False : macos
False : qnx
False : macos
False : qnx
False : 700
False : sdp
False : case-sensitive
False : linux
False : case-sensitive
False : 341+
False : gradle
False : 4101+
False : macos
False : gsed
False : gfind
False : homebrew
False : gnu-sed
False : findutils
False : android_hometo
False : sdk
False : android_home=~/user/<user>/android/sdk
False : sdk
False : alexa
False : sdk
False : alexa
False : sdk
False : ${aac_sdk_home}/builder/buildsh
False : <platform>
False : aac_sdk_home
False : youve
False : alexa
False : sdk
False : >note
False : toolchains
False : qnx7
False : qnx7
False : linux
False : poky-based
False : linux
False : agl
False : linux
False : -h--help
False : -t--target
False : <target>
False : comma-separated
False : -g--debug
False : -c--clean
False : oe
False : --package
False : --android-api
False : <integer>
False : api
False : 22
False : qnx7
False : --qnx7sdp-path
False : <path>
False : qnx
False : 700
False : sdp
False : qnx
False : sdp
False : linux
False : sdp
False : macos
False : --default-logger-enabled
False : <enabled>
False : enable/disable
False : --default-logger-level
False : <level>
False : --default-logger-sink
False : <sink>
False : --default-logger-level
False : <level>
False : --default-logger-sink
False : <sink>
False : syslog
False : syslog
False : -t
False : --------------------------
False : ---------------
False : linux
False : armv7a
False : androidarm
False : armv8a
False : androidarm64
False : x86
False : androidx86
False : x86-64
False : androidx86-64
False : qnx
False : aarch64
False : qnx7arm64
False : qnx
False : x86-64
False : qnx7x86-64
False : >note
False : alexa
False : sdk
False : alexa
False : sdk
False : macos
False : targets/toolchains
False : meta-aac-builder/conf/machine/conf
False : poky-based
False : linux
False : -t
False : --------------------------------------
False : ---------------
False : agl
False : aarch64
False : aglarm64
False : linux
False : armv7a
False : +neon
False : pokyarm
False : linux
False : aarch64
False : pokyarm64
False : linux
False : toolchain
False : alexa
False : sdk
False : linux
False : pokyarm64
False : ubuntu
False : http//downloadsyoctoprojectorg/releases/yocto/yocto-261/toolchain/x86_64/poky-glibc-x86_64-core-image-sato-aarch64-toolchain-261sh
False : alexa
False : sdk
False : linux
False : aarch64
False : ${aac_sdk_home}/builder/buildsh
False : -t
False : pokyarm64
False : armv7a
False : ${aac_sdk_home}/builder/buildsh
False : -t
False : androidarm
False : sdk
False : ${aac_sdk_home}/builder
False : aar
False : pre-built
False : aars
False : sdk
False : jcenter
False : repohttps//jcenterbintraycom/com/amazon/alexa/aace/
False : aars
False : aars
False : sdk
False : alexa
False : lvc
False : dcm
False : aars
False : alexa
False : sdk
False : prebuilt
False : aars
False : jcenter
False : sdk
False : linux/qnx
False : targz
False : aac-sdk-build-<target>targz
False : aac-sdk-build
False : /opt/aac/bin/
False : nghttp2
False : /opt/aac/include/
False : dev
False : /opt/aac/lib/
False : avs
False : sdk
False : nghttp2
False : /opt/aac/share/
False : cmake
False : alexa
False : sdk
False : youve
False : linux
False : pc
False : >note
False : youve
False : sdk
False : -g
False : targz
False : aac-sdk-build-<target>-dbgtargz
False : gdb
False : /buildsh
False : >tip
False : buildsh
False : mbedtls
False : samsung
False : openssl
False : alexa
False : --use-mbedtls
False : sdk
False : mbedtls
False : alexa
False : sdk
False : oe
False : <a
False : meta-aac></a>
False : alexa
False : sdk
False : openembedded-based
False : alexa
False : sdk
False : oe
False : meta-aac
False : alexa
False : sdk
False : >note
False : qnx
False : alexa
False : sdk
False : alexa
False : sdk
False : oe
False : linux
False : 24
False : rocko
False : oe
False : alexa
False : sdk
False : oe
False : ${aac_sdk_home}/builder/meta-aac
False : alexa
False : sdk
False : bbfiles
False : sdk
False : bblayersconf
False : bbfiles
False : +=
False : ${aac_sdk_home}/modules//bb
False : >note
False : ${aac_sdk_home}
False : nghttp2
False : nghttp2
False : meta-aac
False : packageconfig
False : packageconfig
False : nghttp2
False : >note
False : nghttp2
False : meta-aac
False : alexa
False : alexa
False : sdk
False : infrastracture
False : openembedded-coregit//gitopenembeddedorg/openembedded-core
False : rocko
False : aac_prefix
False : aac
False : /opt/aac
False : aac_sensitive_logs
False : aac_latency_logs
False : aac_enable_tests
False : bulding
False : aac
False : avs_enable_tests
False : avs
False : uxen
False : type-2
False : uxen
False : christopherwclark@gmailcom
False : uxen-guest-tools
False : vms
False : uxenhc
False : hypercall
False : uxenfb
False : framebuffer
False : uxenhid
False : uxennet
False : uxenplatform
False : uxen
False : uxenstor
False : uxenv4vlib
False : v4v
False : hypervisor-mediated
False : v4vvsock
False : v4v
False : vsock
False : v4vtest
False : v4v
False : vsock
False : bootable
False : vm
False : wic
False : directdisk
False : -e
False : uxen-guest-image-minimal
False : wic
False : uxen
False : linux-vmjson
False : wic-generated
False : linux
False : boot-order
False : ich0
False : proto
False : xsnapshot
False : c/users/yocto/directdisk-202001010100-sdadirect
False : 768
False : nic
False : e1000
False : hpet
False : vcpus
False : use-v4v-net
False : v4v-storage
False : uxendm
False : -f
False : linux-vmjson
False : https//wwwbromiumcom/opensource
False : https//githubcom/uxen-virt
False : https//wwwplatformsecuritysummitcom/2018/speaker/pratt/
False : meta-codechecker
False : codechecker
False : frontent
False : bbclass
False : meta-clang
False : codechecker
False : codechecker_enabled
False : conf/localconf
False : +=
False : codechecker
False : codechecker_enabled
False : html
False : codechecker_report_html
False : codescanner
False : webserver
False : eg
False : codechecker_report_store
False : codechecker_report_host
False : https//hostport/endpoint
False : url
False : https//hostport/endpoint
False : localhost8001/default
False : codechecker/codechecker-web6130
False : tmp/deploy/codechecker/
False : jquery
False : treetable
False : jquery
False : treetable
False : jquery
False : javascript
False : html
False : eg
False : say?
False : doesnt
False : it?
False : list?
False : jquery
False : github
False : github
False : mit
False : gplv2
False : indexhtml
False : http//ludocubicphusenl/jquery-treetable
False : ajax
False : https//githubcom/ludo/jquery-treetable-ajax-example
False : bsp
False : qemu
False : x86-64
False : ostree
False : ostree
False : bootloader
False : qemu-x86-64
False : bblayers
False : meta-updaterhttps//githubcom/advancedtelematic/meta-updater
False : qemuhttps//wwwqemuorg
False : ota
False : connecthttps//connectotaherecom/
False : ota
False : portalhttps//docsotaherecom/
False : qemu
False : imagehttps//docsotaherecom/ota-client/latest/build-qemuhtml
False : mit
False : licensecopyingmit
False : europe
False : bv
False : 2016-2020
False : linux
False : originhttps//developercertificateorg/
False : aktualizrhttps//githubcom/advancedtelematic/aktualizr/blob/master/contributingmd
False : meta-agl-demo
False : linux
False : agl
False : bitbake
False : agl-demo-platform
False : meta-agl-demo
False : meta-agl-demo
False : yocto
False : uri
False : git//gityoctoprojectorg/poky
False : dunfell
False : defaultxmlhttps//githubcom/leon-anavi/agl-repo/blob/master/defaultxml
False : agl-repo
False : information<br/><br/>
False : agl
False : meta-agl
False : uri
False : https//gerritautomotivelinuxorg/gerrit/agl/meta-agl
False : master<br/><br/>
False : meta-openembedded
False : defaultxmlhttps//githubcom/leon-anavi/agl-repo/blob/master/defaultxml
False : agl-repo
False : meta-openembedded
False : sub-layers
False : meta-oe
False : meta-multimedia
False : meta-networking
False : meta-python<br/><br/>
False : yocto
False : meta-qt5
False : indexhttps//layersopenembeddedorg/layerindex/branch/master/layers/
False : uri
False : https//githubcom/meta-qt5/meta-qt5git
False : dunfell
False : defaultxmlhttps//githubcom/leon-anavi/agl-repo/blob/master/defaultxml
False : agl-repo
False : information<br/><br/>
False : meta-agl-demo
False : agl
False : feature/getting_started/reference/getting-started/image-workflow-initialize-build-environmenthtmlagl-features
False : yocto
False : meta-security
False : uri
False : https//gityoctoprojectorg/cgit/cgitcgi/meta-security
False : defaultxmlhttps//githubcom/leon-anavi/agl-repo/blob/master/defaultxml
False : agl-repo
False : information<br/><br/>
False : agls
False : meta-app-framework
False : meta-agl
False : uri
False : https//gerritautomotivelinuxorg/gerrit/gitweb?p=agl/meta-aglgit
False : master<br/><br/>
False : agl-sota
False : meta-updater
False : uri
False : https//githubcom/advancedtelematic/meta-updater/
False : dunfell<br/><br/>
False : meta-updater-qemux86-64
False : uri
False : https//githubcom/advancedtelematic/meta-updater-qemux86-64/
False : dunfell<br/><br/>
False : openembeddeds
False : meta-openembedded
False : uri
False : https//githubcom/openembedded/meta-openembedded
False : dunfell
False : defaultxmlhttps//githubcom/leon-anavi/agl-repo/blob/master/defaultxml
False : agl-repo
False : meta-openembedded
False : sub-layers
False : meta-filesystems
False : meta-oe
False : meta-python<br/><br/>
False : agl-netboot
False : agls
False : meta-netboot
False : meta-agl
False : uri
False : https//gerritautomotivelinuxorg/gerrit/gitweb?p=agl/meta-aglgit
